LanguageID,Source
354,314442
355,85830
355,314442
356,85830
356,314442
357,85830
357,314442
358,Florey-358-2005
359,145873
360,Turangan-360-2005
361,Thurgood-361-2005
362,Lens-362-2005
363,Ross-363-2005
364,Ross-364-2005
365,85830
365,154088
366,180592
367,134183
368,Ross-368-2009
369,307779
370,Lindstrom-370-2009
371,130362
371,104212
372,Ross-372-2009
373,Wegener-373-2009
374,Ross-374-2009
375,Hovdhaugen-375-2009
376,Francois-376-2009
377,Ross-377-2009
378,Guillaume-378-2009
379,Musgrave-379-2009
380,Pune-380-2009
381,Tauno-381-2009
382,Vue-382-2009
383,William-383-2009
384,Manase-384-2006
385,Tombeh-385-2006
386,Ross-386-2006
387,Tamanas-387-2006
388,Malaibe-388-2006
389,Luna-389-2006
390,Ross-390-2006
391,Ross-391-2006
392,Ross-392-2006
393,Ross-393-2006
394,Ross-394-2006
395,Ross-395-2006
396,Ross-396-2006
397,Ross-397-2006
398,Ross-398-2006
399,Ross-399-2006
400,Ross-400-2006
401,Ross-401-2006
402,Ross-402-2006
403,Klinken-403-2006
404,Margetts-404-2006
405,Daroya-405-2006
406,Shikanov-406-2006
407,Heimbach1979
407,d_Bertrais_Hmong
407,McKibben1992
408,Paz-408-2006
409,136553
410,136553
411,136553
412,136553
413,136553
414,136553
415,136553
416,136553
417,136553
418,136553
419,136553
420,136553
421,136553
422,136553
423,136553
424,136553
425,136553
426,136553
427,136553
428,136553
429,136553
430,136553
431,136553
432,136553
433,136553
434,136553
435,136553
436,136553
437,136553
438,136553
439,136553
440,136553
441,136553
442,136553
443,136553
444,136553
445,136553
446,136553
447,136553
448,136553
449,136553
450,136553
451,136553
452,136553
453,Dimock-453-2006
454,RLCa
455,RLCm
456,151851
457,154909
458,Shaiddin-458-2006
459,39695
460,47396
461,FLP
462,Sarmento-462-2006
463,41979
464,62308
465,97023
466,Parker-466-2006
467,Enriquez1949
468,Fynnie-468-2006
469,63651
470,43178
471,303623
472,137204
473,Palmer1993
474,Palmer2004
474,Lincoln-474-2007
475,13129
476,Crowley-476-2007
477,47028
478,Parkinson1773
479,Parkinson1773
480,Parkinson1773
481,Parkinson1773
482,Parkinson1773
483,Jesus-483-2007
484,CrowleyMusgrave
485,57209
486,G-486-2007
487,Inagaki-487-2007
488,Bryant-488-2007
489,Nuraini-489-2007
490,Jacobson-490-2007
491,97255
492,kasim1987a
493,kasim1987a
494,Davis-494-2007
495,Atin-495-2007
496,Ticoalu-496-2007
497,Ross-497-2007
498,304886
499,304886
500,163659
501,139210
501,85830
502,85830
503,Maselli-503-2007
504,85830
505,85830
506,Langford-506-2008
507,Iszan-507-2008
508,Raymond-508-2008
509,Raymond-509-2008
510,125306
511,Olson-511-2008
512,Tuisawau-512-2008
513,Rajki-513-2008
514,85830
515,85830
516,85830
517,85830
518,85830
519,85830
520,85830
521,85830
522,85830
523,85830
524,85830
525,85830
526,85830
527,85830
528,85830
529,85830
530,85830
531,85830
532,85830
533,85830
534,85830
535,85830
536,85830
537,85830
538,85830
539,85830
540,85830
541,85830
542,85830
543,85830
544,85830
545,85830
546,85830
547,85830
548,85830
549,85830
550,85830
551,85830
552,85830
553,85830
554,85830
555,85830
556,85830
557,85830
558,85830
559,85830
560,85830
561,85830
562,85830
563,85830
564,85830
565,85830
566,85830
567,85830
568,85830
569,85830
570,85830
571,85830
572,85830
573,85830
574,85830
575,85830
576,85830
577,85830
578,85830
579,85830
580,85830
581,85830
582,85830
583,85830
584,85830
585,85830
586,85830
587,85830
588,85830
589,Clark-589-2008
590,Lindstrom-590-2008
591,Nivens-591-2008
592,Donohue-592-2009
593,476775
594,anderback2006
595,anderback2006
596,anderback2006
597,anderback2006
598,anderback2006
599,anderback2006
600,anderback2006
601,anderback2006
602,anderback2006
603,anderback2006
604,anderback2006
605,anderback2006
606,anderback2006
607,anderback2006
608,anderback2006
609,anderback2006
610,anderback2006
611,anderback2006
612,anderback2006
613,anderback2006
614,anderback2006
615,anderback2006
616,anderback2006
617,48805
618,Zobel-618-2009
619,75297
620,75297
621,75297
622,75297
623,75297
624,75297
625,75297
626,75297
627,75297
628,75297
629,75297
630,75297
631,75297
632,75297
633,75297
634,75297
635,306286
636,306286
637,306286
638,306286
639,Francois-639-2009
640,Kelly-640-2009
641,Gray-641-2009
642,Gray-642-2009
643,Gray-643-2009
644,Gray-644-2009
645,Gray-645-2009
646,303286
647,Ross-647-2009
648,Rajki-648-2009
649,107461
650,Idwin-650-2009
651,Ezard2009
652,Albaar-652-2009
653,Saunders-653-2009
654,Pawley-654-2009
655,Idwin-655-2009
656,Pius-656-2009
657,Genzola-657-2009
658,PawleyOC
659,dye1980a
660,Ricarte-660-2010
661,15258
662,Pittayaporn-662-2010
663,Ryan-663-2010
664,POLLEX
665,PawleyOC
666,Nguyen-666-2010
667,313809
668,PawleyOC
669,135521
670,Mitchell-670-2010
671,65104
672,83052
673,147940
674,Pidani-674-2010
675,POLLEX
676,POLLEX
677,101317
678,151187
679,anton2010a
680,33471
681,Allen-681-2010
682,62641
683,160831
684,hv_Jonsson_SWTai
684,hv_Li_Tai
685,sullivan1986a
686,Yap2009
687,Yap2009
688,Yap2009
689,183861
690,101017
691,310936
692,141426
693,312408
694,32941
695,312408
696,Francois-696-2010
697,184494
698,17319
699,455785
700,141534
701,321449
702,95839
703,95839
704,95839
705,95839
706,95839
707,132927
708,109918
708,106220
709,27594
710,olson2009
711,olson2008
712,ganang2009a
713,32648
714,11974
715,64879
716,90534
717,14157
718,109780
719,101662
720,21679
721,109780
722,lobel2001a
723,321894
724,150187
725,109613
726,174992
727,471419
728,303035
729,303035
730,47932
731,302418
732,allison1979a
733,walton1979a
733,walton1992a
734,patterson1995a
735,w_Kruspe_Ceq-Wong
736,Xuecun2003
737,59537
737,74964
738,130362
739,115285
740,48349
741,146372
742,459321
743,ting1978a
744,119556
745,161507
746,115285
747,115285
748,Himmelmann2001Sourcebo
749,135126
750,56276
751,51026
752,Himmelmann2001Sourcebo
753,29903
754,33682
755,26161
756,310194
757,95864
758,97611
759,s_Cauquelin_Puyuma
760,135332
761,s_JunGuoqiao_Mulao_1980
762,132108
763,harlow1987a
764,hv_Anderbeck_Proto-Lampungic
765,s_Meng_Bunu
766,g_Bo_Mulao
767,hvwphon_Zhangetal_Zhuang
768,101536
769,s_Yang_Mo
770,s_Yang_Mo
771,nakanishi2003a
772,87089
773,304794
774,304794
775,304794
776,304794
777,33063
778,43663
779,141433
780,161612
781,108875
782,61310
783,410676
784,307635
785,hv_Blevins_Sister
786,5515
787,73544
788,54887
789,g_YaohongGuoqiao_Dong
790,475179
791,g_Li_Lachi
792,117341
793,87810
794,21249
795,151939
796,105089
797,79340
798,Prince-798-2011
799,459321
800,459321
801,459321
802,459321
803,459321
804,459321
805,459321
806,459321
807,459321
808,459321
809,459321
810,459321
811,459321
812,459321
813,459321
814,459321
815,459321
816,459321
817,459321
818,459321
819,459321
820,459321
821,459321
822,459321
823,459321
824,459321
825,459321
826,459321
827,hv_Shorto_Mon-Khmer
828,28432
829,121532
830,61607
831,ogawa2003a
832,49679
833,65414
834,65414
835,65414
836,65414
837,65414
838,65414
839,65414
840,65414
841,65414
842,65414
843,65414
844,65414
845,65414
846,65414
847,65414
848,65414
849,65414
850,65414
851,95347
852,101229
853,131680
854,87812
855,109301
856,68295
857,71003
858,Lincoln-858-2011
859,Gimoro-859-2011
860,Huggins-860-2011
861,111461
862,56276
863,harahap2007a
864,302656
865,154897
866,317732
867,shimin1984a
868,lianyun1982a
869,zongzhen1986a
870,Xiangru1983a
871,Shiliang1986a
872,Zongzhen1983b
873,zhenhua1984a
874,paz1981a
875,161612
876,161612
877,161612
878,161612
879,161612
880,161612
881,161612
882,161612
883,161612
884,161612
885,161612
886,161612
887,161612
888,161612
889,161612
890,161612
891,161612
892,161612
893,161612
894,161612
895,161612
896,161612
897,161612
898,161612
899,161612
900,161612
901,161612
902,161612
903,161612
904,161612
905,161612
906,161612
907,161612
908,161612
909,161612
910,161612
911,161612
912,161612
913,161612
914,161612
915,161612
916,161612
917,161612
918,161612
919,161612
920,153930
921,157565
922,157565
923,Odango-923-2012
924,ming2010a
925,323915
925,ming2010a
926,han2010a
927,phon_Wardlaw_Laha
928,323915
929,323915
930,323915
931,323915
932,323915
933,310329
934,Sariau-934-2012
935,Guangxi2008
936,Guangxi2008
937,Guangxi2008
938,Guangxi2008
939,113730
940,83358
941,161809
942,BuHe1981a
943,dob1983a
944,Shengrong2007
945,he2008a
946,151711
947,ma1992a
948,zunyi1999a
949,83473
950,155200
951,471419
952,476207
953,309627
954,309627
955,lu1998a
956,lu1998a
957,lu1998a
958,lu1998a
959,144467
960,148506
961,323915
962,326037
963,edmondsonND
964,s_Wu_Moang
965,s_Wu_Gasu
966,g_Gao_Mang
967,s_Chen_Bana
968,Mead-968-2012
969,Ua-969-2012
970,chen2010a
971,bo2004a
972,Mead-972-2012
973,sd_WuRuiqing_Waxianghua
974,Suining1997
975,Guangxi2009
976,Fengkai1998
977,Guangxi2009
978,Barrias-978-2013
979,hvw_Lama_Nisoic
980,Wima-980-2013
981,303217
982,303217
983,303217
984,303217
985,303217
986,303217
987,303217
988,303217
989,303217
990,303217
991,303217
992,303217
993,303787
994,Kahler1961Simalurd
995,Cleary-Kemp-995-2013
996,Kamholz-996-2013
997,Busenitz-997-2013
998,Dryer-998-2013
999,Martens-999-2014
1000,Lacrampe-1000-2014
1001,52375
1002,52375
1003,52375
1004,52375
1005,52375
1006,52375
1007,52375
1008,52375
1009,52375
1010,52375
1011,52375
1012,52375
1013,52375
1014,52375
1015,52375
1016,52375
1017,52375
1018,52375
1019,52375
1020,52375
1021,52375
1022,52375
1023,52375
1024,52375
1025,52375
1026,52375
1027,52375
1028,52375
1029,52375
1030,52375
1031,52375
1032,52375
1033,52375
1034,52375
1035,52375
1036,52375
1037,52375
1038,52375
1039,52375
1040,52375
1041,52375
1042,52375
1043,52375
1044,52375
1045,52375
1046,52375
1047,52375
1048,52375
1049,52375
1050,52375
1051,52375
1052,52375
1053,52375
1054,52375
1055,52375
1056,52375
1057,52375
1058,52375
1059,52375
1060,52375
1061,52375
1062,52375
1063,52375
1064,52375
1065,52375
1066,52375
1067,52375
1068,52375
1069,52375
1070,52375
1071,52375
1072,52375
1073,52375
1074,52375
1075,52375
1076,52375
1077,52375
1078,52375
1079,52375
1080,52375
1081,52375
1082,52375
1083,52375
1084,52375
1085,52375
1086,52375
1087,52375
1088,52375
1089,52375
1090,52375
1091,52375
1092,52375
1093,52375
1094,52375
1095,52375
1096,52375
1097,52375
1098,52375
1099,52375
1100,52375
1101,52375
1102,52375
1103,52375
1104,52375
1105,52375
1106,52375
1107,52375
1108,52375
1109,52375
1110,52375
1111,52375
1112,52375
1113,52375
1114,52375
1115,52375
1116,52375
1117,52375
1118,52375
1119,52375
1120,52375
1121,52375
1122,52375
1123,52375
1124,52375
1125,52375
1126,52375
1127,52375
1128,52375
1129,52375
1130,52375
1131,52375
1132,52375
1133,52375
1134,52375
1135,52375
1136,52375
1137,52375
1138,52375
1139,52375
1140,52375
1141,52375
1142,52375
1143,52375
1144,52375
1145,52375
1146,52375
1147,52375
1148,52375
1149,52375
1150,52375
1151,52375
1152,52375
1153,52375
1154,52375
1155,52375
1156,52375
1157,52375
1158,52375
1159,52375
1160,52375
1161,52375
1162,52375
1163,52375
1164,52375
1165,52375
1166,52375
1167,52375
1168,52375
1169,52375
1170,52375
1171,52375
1172,52375
1173,52375
1174,52375
1175,52375
1176,52375
1177,52375
1178,52375
1179,52375
1180,mellen2010a
1181,148049
1182,325190
1183,325190
1184,14148
1185,325190
1186,319701
1187,29428
1188,34363
1189,302842
1190,303234
1191,Iswanto-1191-2014
1192,73764
1193,67307
1194,320303
1195,135026
1196,Rosa-1196-2015
1197,17683
1198,gd_Batchelor_Ainu
1198,73575
1199,Edmondson-1199-2015
1200,Balatbat-1200-2015
1201,hvphon_OuyangZheng_Li
1202,Wiebe-1202-2015
1203,Ross-1203-2015
1204,Irsan2009
1204,McDonnell2008
1205,Ross-1205-2015
1206,Kohip-1206-2015
1207,POLLEX
1208,Geopoet-1208-2015
1209,Hendra-1209-2015
1210,300794
1211,Kimoto-1211-2015
1212,Davletshin-1212-2015
1213,Tamaititahio-1213-2015
1214,Walworth-1214-2015
1215,Lobel2010
1216,Shimelman-1216-2015
1217,Shimelman-1217-2015
1218,Shimelman-1218-2015
1219,Shimelman-1219-2015
1220,Shimelman-1220-2015
1221,Shimelman-1221-2015
1222,Shimelman-1222-2015
1223,Shimelman-1223-2015
1224,Shimelman-1224-2015
1225,Shimelman-1225-2015
1226,Shimelman-1226-2015
1227,Shimelman-1227-2015
1228,Shimelman-1228-2015
1229,Shimelman-1229-2015
1230,Shimelman-1230-2015
1231,Shimelman-1231-2015
1232,Shimelman-1232-2015
1233,Shimelman-1233-2015
1234,Shimelman-1234-2015
1235,Shimelman-1235-2015
1236,Shimelman-1236-2015
1237,Shimelman-1237-2015
1238,Shimelman-1238-2015
1239,Shimelman-1239-2015
1240,Shimelman-1240-2015
1241,Shimelman-1241-2015
1242,Shimelman-1242-2015
1243,Shimelman-1243-2015
1244,Shimelman-1244-2015
1245,Shimelman-1245-2015
1246,Shimelman-1246-2015
1247,Shimelman-1247-2015
1248,Shimelman-1248-2015
1249,Shimelman-1249-2015
1250,Shimelman-1250-2015
1251,Shimelman-1251-2015
1252,Shimelman-1252-2015
1253,Shimelman-1253-2015
1254,Shimelman-1254-2015
1255,Shimelman-1255-2015
1256,Shimelman-1256-2015
1257,13192
1258,155200
1259,128254
1260,134166
1261,98313
1262,150458
1263,150458
1264,150458
1265,150458
1266,150458
1267,150458
1268,150458
1269,311529
1270,311529
1271,311529
1272,311529
1273,311529
1274,311529
1275,311529
1276,134166
1277,134166
1278,136553
1279,Shimelman-1279-2016
1280,Shimelman-1280-2016
1281,Shimelman-1281-2016
1282,Shimelman-1282-2016
1283,Shimelman-1283-2016
1284,Shimelman-1284-2016
1285,Shimelman-1285-2016
1286,Shimelman-1286-2016
1287,Shimelman-1287-2016
1288,Shimelman-1288-2016
1289,Shimelman-1289-2016
1290,Shimelman-1290-2016
1291,Shimelman-1291-2016
1292,Shimelman-1292-2016
1293,Shimelman-1293-2016
1294,Shimelman-1294-2016
1295,Shimelman-1295-2016
1296,Shimelman-1296-2016
1297,Shimelman-1297-2016
1298,Shimelman-1298-2016
1299,Shimelman-1299-2016
1300,Shimelman-1300-2016
1301,Shimelman-1301-2016
1302,Shimelman-1302-2016
1303,Shimelman-1303-2016
1304,Shimelman-1304-2016
1305,Shimelman-1305-2016
1306,Shimelman-1306-2016
1307,Shimelman-1307-2016
1308,Shimelman-1308-2016
1309,Shimelman-1309-2016
1310,Shimelman-1310-2016
1311,Shimelman-1311-2016
1312,Shimelman-1312-2016
1313,Shimelman-1313-2016
1314,Shimelman-1314-2016
1315,Shimelman-1315-2016
1316,Shimelman-1316-2016
1317,Shimelman-1317-2016
1318,Shimelman-1318-2016
1319,Shimelman-1319-2016
1320,Shimelman-1320-2016
1321,Shimelman-1321-2016
1322,Shimelman-1322-2016
1323,Shimelman-1323-2016
1324,Shimelman-1324-2016
1325,Shimelman-1325-2016
1326,Shimelman-1326-2016
1327,Shimelman-1327-2016
1328,Egli2002PaiwanWo
1329,hdial_Stober_Mato
1329,g_Stober_Mato
1329,lincoln1976a
1330,303696
1330,323381
1331,157386
1332,322723
1333,94718
1333,Ross-1333-2016
1334,Ross-1334-2016
1334,adams-a
1335,Ross-1335-2016
1335,milligan-a
1336,Ross-1336-2016
1336,50214
1337,Ross-1337-2016
1337,t_AndersonExter_Wogeo
1338,475272
1339,Schapper-1339-2016
1340,21242
1341,Ross-1341-2016
1341,DaviesFritzellND
1341,s_DaviesFritzell_Ramoaaina
1342,Ross-1342-2016
1342,HutchissonND
1342,s_Hutchisson_Sursurunga
1343,LincolnND
1344,LincolnND
1345,LincolnND
1346,LincolnND
1347,LincolnND
1348,LincolnND
1349,LincolnND
1350,LincolnND
1351,LincolnND
1352,LincolnND
1353,LincolnND
1354,LincolnND
1355,LincolnND
1356,LincolnND
1357,LincolnND
1358,LincolnND
1359,LincolnND
1360,LincolnND
1361,Sato-1361-2016
1362,s_Penn_Dadua
1363,phon_Marshall_Fordata_2000
1364,g_Jackson_Irarutu
1365,g_Veloso_Naueti
1366,VanKlinken_99
1367,Schapper-1367-2016
1368,d_Beloetal_Waimaa
1369,Shintani1990a
1370,Shimelman-1370-2016
1371,317042
1372,317042
1373,317042
1374,317042
1375,317042
1376,317042
1377,317042
1378,317042
1379,317042
1380,317042
1381,317042
1382,317042
1383,317042
1384,317042
1385,317042
1386,317042
1387,317042
1388,317042
1389,317042
1390,317042
1391,Sato-1391-2016
1392,Ross-1392-2016
1392,MuzzeyND
1393,MartinND
1394,Ross-1394-2016
1394,WhiteacreND
1394,Whiteacre1986
1395,Sato-1395-2016
1396,Shimelman-1396-2016
1397,Shimelman-1397-2016
1398,Shimelman-1398-2016
1399,Shimelman-1399-2016
1400,Shimelman-1400-2016
1401,Shimelman-1401-2016
1402,Shimelman-1402-2016
1403,Shimelman-1403-2016
1404,Shimelman-1404-2016
1405,Shimelman-1405-2016
1406,Shimelman-1406-2016
1407,Shimelman-1407-2016
1408,Shimelman-1408-2016
1409,Shimelman-1409-2016
1410,Shimelman-1410-2016
1411,Shimelman-1411-2016
1412,Shimelman-1412-2016
1413,Shimelman-1413-2016
1414,Shimelman-1414-2016
1415,Shimelman-1415-2016
1416,Shimelman-1416-2016
1417,Shimelman-1417-2016
1418,Shimelman-1418-2016
1419,Shimelman-1419-2016
1420,Shimelman-1420-2016
1421,Shimelman-1421-2016
1422,Meo-1422-2016
1423,schlossberg2012
1424,schlossberg2012
1425,schlossberg2012
1426,schlossberg2012
1427,schlossberg2012
1428,schlossberg2012
1429,schlossberg2012
1430,schlossberg2012
1431,schlossberg2012
1432,schlossberg2012
1433,schlossberg2012
1434,schlossberg2012
1435,schlossberg2012
1436,schlossberg2012
1437,schlossberg2012
1438,schlossberg2012
1439,schlossberg2012
1440,schlossberg2012
1441,schlossberg2012
1442,schlossberg2012
1443,schlossberg2012
1444,schlossberg2012
1445,schlossberg2012
1446,schlossberg2012
1447,schlossberg2012
1448,schlossberg2012
1449,schlossberg2012
1450,schlossberg2012
1451,schlossberg2012
1452,schlossberg2012
1453,schlossberg2012
1454,schlossberg2012
1455,schlossberg2012
1456,schlossberg2012
1457,schlossberg2012
1458,schlossberg2012
1459,schlossberg2012
1460,schlossberg2012
1461,schlossberg2012
1462,Gasser-1462-2016
1463,perlawan2015a
1464,317908
1465,147167
1466,58864
1467,Marticio-1467-2017
